sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,engagement_score,account_age_days
8,2.73,53.87,10,6,3,17,0,0,37,4,1,4,59.47,1085
8,0.86,53.64,14,4,5,20,1,1,3,7,5,5,42.85,446
8,9.71,17.12,11,5,4,9,0,0,41,3,5,0,64.8,76
6,4.8,31.67,10,2,3,17,0,0,16,3,5,2,94.64,875
10,24.19,30.55,12,4,2,19,1,0,1,5,3,0,43.65,12
7,4.85,90.38,13,4,3,11,1,0,31,5,3,1,55.09,51
13,13.11,55.1,14,3,4,5,0,0,27,9,2,1,61.84,98
11,3.63,49.08,13,3,5,16,0,0,22,7,3,0,75.36,493
7,5.26,59.96,11,4,3,16,1,0,40,9,3,3,48.29,601
9,5.85,71.2,14,6,7,13,0,0,10,6,1,2,71.23,668
4,50.76,30.29,13,5,2,19,1,0,5,7,5,3,64.48,69
3,43.94,108.17,14,3,3,6,0,0,40,8,6,2,52.05,1115
8,23.08,39.35,18,3,7,10,0,0,9,7,4,0,68.45,462
8,32.85,63.54,13,2,0,20,0,0,20,7,2,3,81.62,105
4,15.04,48.15,17,6,5,5,0,0,37,5,8,2,68.57,635
9,5.98,60.31,16,5,3,11,0,0,17,7,2,3,88.86,1127
3,27.11,64.11,12,3,1,24,0,1,8,5,4,3,30.02,215
7,25.6,36.44,7,5,5,15,1,0,7,7,4,3,55.39,502
6,15.9,39.63,13,4,6,17,1,0,38,8,1,1,55.26,651
6,5.58,65.69,8,8,5,13,0,0,6,8,3,1,71.57,637
8,7.04,19.33,11,4,3,4,0,0,28,7,4,5,53.78,443
8,16.51,28.33,9,2,5,4,0,0,14,8,7,3,79.17,566
11,11.05,57.72,10,2,1,5,0,1,2,4,3,2,64.29,61
5,10.22,46.34,13,6,3,8,0,0,19,11,3,0,78.56,373
5,3.32,34.41,8,4,0,22,1,0,37,5,3,2,68.28,485
1,5.92,52.49,20,9,4,22,0,0,17,9,3,3,55.57,748
2,5.09,43.63,13,5,5,17,0,0,21,4,3,4,85.23,871
9,7.22,66.56,17,4,4,23,0,0,27,8,2,6,37.79,1184
11,11.57,59.23,11,3,5,10,0,0,13,6,4,2,55.98,840
10,8.51,22.52,3,3,5,13,0,0,29,9,2,5,61.13,625
6,6.04,61.75,10,9,4,13,1,0,9,6,2,1,66.94,641
6,17.8,57.85,11,4,3,20,0,0,0,14,3,1,73.27,101
6,3.48,70.21,12,6,4,14,1,0,0,9,2,4,73.26,152
9,34.22,44.06,15,4,3,18,0,0,9,7,0,1,61.53,60
10,5.45,5.0,11,6,6,21,0,0,7,9,0,1,61.27,1133
7,26.7,68.66,15,4,2,16,0,0,37,7,4,1,74.36,1028
9,23.77,17.22,10,0,7,3,0,0,24,5,1,1,68.98,940
14,14.46,49.32,9,5,2,20,1,0,31,8,2,7,34.37,1130
9,37.72,40.5,7,3,3,4,0,0,11,8,2,3,61.72,632
8,8.41,45.82,17,5,4,6,0,0,17,7,1,1,55.14,75
6,8.16,43.67,20,10,1,17,1,1,0,4,2,0,63.93,636
17,3.59,69.71,18,3,6,22,0,0,26,4,1,2,57.07,1097
3,2.97,58.08,14,6,1,15,1,0,3,4,2,3,57.78,532
10,7.04,41.86,13,4,4,4,0,0,0,5,4,3,68.14,800
7,36.37,45.32,12,5,3,14,1,0,38,4,4,3,56.33,73
9,4.75,58.86,5,6,2,24,1,0,25,5,2,0,76.65,694
5,15.74,26.85,11,5,1,6,0,0,34,6,5,5,71.16,1063
6,12.07,32.69,11,2,3,9,0,0,44,3,1,0,74.22,830
14,7.34,11.05,12,5,3,24,0,0,27,6,5,2,53.7,498
9,8.01,33.22,12,6,4,8,0,1,12,7,4,1,56.39,758
4,10.81,55.68,13,2,4,17,0,0,15,2,3,3,62.51,235
13,23.13,75.1,9,7,3,13,0,0,10,11,2,5,75.32,541
9,10.17,79.25,9,3,1,10,0,0,7,5,4,4,62.3,791
8,2.67,38.61,10,8,1,22,0,1,35,6,1,3,60.68,48
7,10.66,36.31,13,5,1,21,0,0,10,5,2,2,68.1,362
9,20.89,47.02,10,6,7,14,0,0,2,2,2,2,78.54,871
5,34.78,30.35,8,6,2,18,1,0,1,8,4,1,79.88,587
9,13.32,59.95,19,1,4,23,1,0,18,7,0,2,45.94,565
7,10.09,30.15,10,3,2,21,0,0,39,8,0,2,46.03,497
16,16.25,26.38,12,7,4,19,1,0,0,6,3,2,67.0,10
7,3.28,27.8,11,9,1,12,0,0,13,4,1,1,70.08,804
3,30.49,35.3,9,3,3,16,0,0,15,5,2,0,45.85,607
7,48.58,45.22,13,10,2,9,1,0,33,9,5,0,61.68,548
10,16.11,70.46,7,7,5,3,0,0,4,9,1,4,71.33,591
9,10.5,60.0,16,4,5,17,1,0,4,7,3,0,61.4,722
10,7.97,95.96,11,8,4,12,1,0,30,5,2,2,55.1,181
4,8.64,19.28,9,3,6,19,0,0,2,7,2,3,61.68,260
7,30.3,49.62,16,1,3,23,1,0,39,9,2,5,43.36,473
9,2.21,65.87,14,10,2,17,0,0,12,3,3,0,39.14,782
9,1.54,62.1,9,6,1,9,0,0,22,6,5,4,73.33,935
12,9.46,43.15,14,2,3,12,0,0,41,5,3,3,91.81,953
13,26.44,52.25,12,3,6,16,0,0,26,14,2,3,77.72,125
14,22.98,56.33,13,3,2,22,0,0,33,12,0,3,44.03,873
12,25.89,5.0,11,1,2,15,1,0,20,5,7,2,42.53,436
7,16.72,76.66,14,3,2,14,0,0,16,6,4,2,61.59,781
8,8.62,68.6,13,2,7,14,1,0,26,8,5,1,45.64,403
7,4.16,56.77,12,6,4,4,0,1,22,5,3,1,87.03,300
8,16.11,60.61,7,6,7,24,0,0,20,5,1,1,63.58,782
7,13.21,67.87,16,5,4,16,1,1,14,5,3,2,55.79,621
11,17.56,29.7,11,3,2,11,0,1,26,3,3,2,76.71,24
9,28.95,62.4,10,9,2,21,0,0,16,5,0,3,74.45,312
5,19.66,72.33,11,4,5,5,0,0,30,5,2,4,55.07,1176
3,3.31,67.83,10,4,2,13,2,0,20,10,4,0,67.27,963
14,8.64,74.16,11,6,6,16,0,0,21,6,2,5,72.47,295
9,2.8,46.71,13,2,4,8,0,0,40,4,3,4,50.71,607
6,6.04,49.34,11,7,4,3,0,1,9,5,3,1,78.73,372
10,24.89,13.46,13,9,3,17,0,0,7,8,5,1,55.26,731
6,8.81,74.31,11,4,1,24,0,0,33,4,3,1,44.93,608
7,8.77,5.0,16,4,4,6,0,1,6,6,3,1,79.32,409
5,24.3,60.08,14,5,4,8,0,0,4,6,3,0,74.12,1179
9,30.42,49.03,23,1,5,19,1,0,11,7,6,2,65.11,1120
12,1.81,49.41,11,5,5,14,0,0,16,9,4,2,85.01,1119
6,24.38,40.61,15,3,6,19,1,0,20,5,3,1,69.48,594
6,24.39,41.66,11,3,6,7,0,0,38,4,2,0,63.02,893
7,13.02,60.86,14,5,4,14,1,0,42,5,4,1,55.52,1093
2,57.45,28.55,13,6,5,14,0,0,43,4,2,1,62.23,210
6,31.74,27.73,8,7,5,10,0,0,11,3,2,2,56.73,1034
5,5.48,59.44,10,6,3,14,0,0,16,9,4,4,73.9,624
5,6.73,51.56,10,8,2,11,0,0,17,3,4,3,68.0,482
8,11.16,44.83,8,4,3,20,0,0,23,7,2,4,61.28,290
7,6.02,16.46,9,6,6,5,0,0,24,12,2,5,50.63,888
4,11.14,64.27,13,4,6,4,0,0,23,3,5,1,77.18,954
8,11.36,62.82,12,7,7,10,0,1,37,9,2,3,41.41,678
9,18.06,14.83,16,6,7,9,2,0,1,6,3,1,61.19,397
6,20.1,57.03,15,7,4,8,1,0,9,8,1,2,49.42,301
6,5.28,31.66,11,4,8,6,1,0,43,3,4,2,63.51,648
9,2.94,46.19,16,7,2,21,0,0,4,9,3,0,76.83,34
13,10.44,80.44,14,6,3,5,1,0,17,9,1,3,53.34,207
9,10.41,49.33,17,6,4,22,0,0,26,6,3,0,67.98,278
11,9.42,44.36,16,6,8,5,2,0,29,14,4,6,72.26,447
2,32.71,43.38,11,3,4,21,1,0,36,5,6,3,72.76,912
8,2.93,45.39,5,8,2,7,0,0,24,8,8,2,61.98,825
7,19.03,47.48,20,4,3,19,1,0,24,10,2,4,86.23,378
10,2.75,23.61,14,6,8,15,0,1,43,7,3,3,39.69,655
7,22.47,38.76,16,4,5,14,1,0,8,8,2,1,73.11,820
9,7.21,50.76,18,6,6,19,0,0,32,14,2,1,90.54,494
5,2.61,65.13,20,1,6,8,0,0,14,9,5,2,77.99,451
5,11.66,65.9,14,7,6,10,2,0,19,8,0,3,55.97,949
9,8.76,80.24,12,7,3,4,0,0,6,7,3,3,73.76,574
10,12.41,65.8,13,3,4,20,1,0,1,16,4,5,61.7,389
8,2.96,35.44,10,2,6,3,1,0,39,9,4,1,51.94,132
7,3.05,50.87,17,4,7,8,0,0,28,6,5,0,53.3,912
9,7.0,17.26,12,3,5,8,1,0,34,4,3,1,62.37,847
9,12.12,59.41,12,2,4,21,0,0,27,5,2,2,84.13,783
7,5.89,43.6,9,5,7,7,0,1,7,1,1,0,63.96,1111
4,9.99,34.91,11,7,7,18,0,0,43,9,2,1,59.79,331
5,9.46,43.91,11,2,7,17,0,0,21,7,3,0,77.99,901
9,3.74,56.93,19,6,4,13,0,1,42,6,5,0,85.84,514
12,8.73,22.28,5,3,7,19,1,0,1,7,5,4,67.23,161
8,7.87,30.79,14,3,4,23,0,0,12,4,4,2,78.26,225
7,6.77,52.18,15,4,1,12,0,0,29,7,2,5,37.91,1095
10,9.69,22.29,12,4,1,17,0,0,17,5,3,2,48.42,85
6,15.75,48.52,17,3,5,16,0,0,37,1,3,4,54.39,34
6,23.81,51.17,14,8,4,15,0,0,14,5,4,3,59.59,1059
10,21.75,52.95,15,3,1,16,0,0,38,6,4,2,41.95,64
7,9.66,36.06,11,4,5,3,0,0,38,4,2,1,45.78,1028
6,19.92,29.67,7,6,6,8,0,0,40,4,0,3,60.91,297
9,20.75,41.53,10,4,6,12,0,0,2,4,2,3,63.84,115
8,4.32,52.52,7,4,5,11,0,0,24,7,2,6,66.34,120
13,20.44,46.9,13,3,5,5,0,0,42,7,3,1,77.72,649
13,5.79,70.66,15,5,3,10,1,0,41,1,4,1,61.69,137
7,21.27,22.41,9,9,3,22,0,0,13,5,3,2,57.18,919
12,1.85,45.98,14,3,2,18,0,0,38,8,3,0,47.93,1104
11,13.28,27.92,10,5,8,10,0,0,9,6,1,2,38.28,1028
12,13.88,60.73,13,3,4,10,0,0,39,5,4,4,59.19,986
6,0.3,65.67,9,10,5,7,1,0,39,7,7,0,58.55,575
8,7.75,62.73,10,9,1,9,0,0,34,8,2,0,56.6,333
3,14.25,8.7,8,4,5,13,0,0,44,3,2,2,47.3,1074
7,11.03,48.08,14,5,6,23,0,0,33,7,4,0,62.42,71
5,8.64,70.27,13,6,2,12,1,0,0,4,4,2,53.91,558
8,2.46,28.56,16,4,8,12,1,0,29,4,3,1,54.71,772
6,1.32,55.99,12,5,2,13,0,0,18,8,6,2,63.65,514
10,11.74,68.46,13,4,4,21,2,1,3,3,3,0,75.92,819
8,5.54,24.47,7,7,1,24,2,0,8,8,2,0,64.13,142
5,17.18,38.72,14,4,3,4,0,0,3,7,3,5,71.25,998
6,11.5,34.63,12,8,4,7,0,0,28,7,2,2,61.11,456
8,6.64,44.31,12,6,3,14,2,0,25,3,4,4,56.03,265
5,3.78,30.71,17,4,5,11,1,0,43,9,1,3,61.95,369
9,20.39,30.38,10,7,2,3,0,0,17,5,4,1,84.66,160
6,5.74,54.25,9,3,2,13,1,1,38,4,0,4,72.94,1110
9,16.95,65.76,23,6,2,11,0,0,21,11,5,2,60.05,938
12,13.9,52.36,9,4,0,6,2,1,37,5,2,2,60.26,564
12,21.38,68.35,19,6,4,18,1,0,8,4,3,1,64.85,1128
7,7.85,21.06,6,2,1,13,1,0,42,4,2,0,59.22,1079
6,2.83,37.96,11,6,5,3,0,0,36,7,2,2,67.32,1008
10,8.07,46.27,10,4,7,6,1,0,42,5,4,2,78.87,281
6,11.26,34.21,19,5,4,12,0,0,9,5,1,2,54.03,121
6,10.81,23.69,11,3,1,11,0,0,24,4,5,2,48.91,150
7,13.06,39.04,14,7,4,8,0,0,9,3,5,2,92.03,929
6,39.04,63.74,13,3,4,11,0,4,7,7,2,1,71.18,1023
4,11.67,6.32,16,10,5,20,1,0,39,6,7,4,79.85,280
12,7.28,44.5,14,3,4,10,0,0,26,8,2,3,84.49,510
10,8.48,42.33,14,5,5,12,0,0,15,9,4,2,61.89,171
9,10.88,10.51,8,4,4,11,1,0,35,8,3,4,47.98,498
7,2.64,37.21,6,3,4,3,0,0,11,13,4,1,62.07,838
9,7.76,13.99,13,8,2,19,0,1,44,5,1,4,100.0,120
12,22.04,50.55,10,7,3,12,0,0,15,5,3,1,92.56,788
8,13.47,23.88,6,11,4,8,0,1,21,3,2,1,73.71,1040
6,14.01,66.3,19,6,6,7,0,0,13,4,4,2,92.74,670
6,5.35,45.73,3,7,2,18,0,0,24,5,0,0,46.78,874
5,6.4,71.89,13,4,5,15,0,0,8,4,3,2,72.0,182
6,12.95,62.22,11,5,4,20,0,2,11,4,1,2,69.68,182
9,42.15,58.66,15,3,2,11,0,0,44,5,3,1,68.02,874
6,9.57,53.75,9,4,6,3,1,0,15,3,1,1,70.5,637
12,9.87,58.02,16,6,1,6,0,0,11,6,4,5,81.88,978
6,12.84,18.58,13,7,3,23,0,1,21,4,4,2,60.4,27
3,23.65,52.06,7,8,3,12,0,0,35,3,6,2,67.93,323
9,3.14,65.46,12,6,2,6,1,0,39,10,3,3,67.03,1062
7,16.26,31.93,14,7,3,5,1,0,18,6,1,1,62.04,290
9,17.24,11.98,7,5,3,6,1,0,17,8,4,2,73.33,609
8,9.15,52.04,12,3,2,12,0,0,32,2,5,3,52.46,560
8,2.56,86.23,10,8,3,17,1,1,34,8,7,0,73.31,79
5,19.86,33.82,16,8,6,21,0,1,19,6,1,3,50.7,383
7,5.63,68.04,11,2,6,20,0,0,20,5,4,1,57.25,993
11,15.28,46.75,12,2,3,3,0,0,6,6,5,1,75.14,906
8,24.85,68.27,19,5,6,23,0,0,39,3,1,1,45.78,486
10,42.05,33.43,6,8,0,8,2,0,21,7,3,0,57.18,862
3,6.66,40.82,8,8,3,17,0,0,15,8,5,1,78.58,1142
10,4.43,18.92,11,11,7,23,1,0,13,8,1,0,70.83,1185
8,19.35,58.52,5,8,5,18,1,0,0,1,3,0,45.91,336
8,11.46,5.0,8,3,3,17,0,0,35,8,2,4,75.23,232
5,5.74,18.6,15,5,6,17,0,0,30,9,2,4,66.66,1042
4,9.22,67.69,14,2,7,16,0,1,33,5,1,3,58.48,665
8,8.98,35.43,11,1,6,7,0,0,21,6,4,1,57.22,591
13,5.37,5.0,9,4,4,15,0,1,22,4,1,3,62.13,685
8,2.3,57.96,11,3,1,5,0,0,24,4,5,7,67.66,492
13,7.6,28.98,12,4,4,10,0,0,44,6,4,3,62.37,413
4,28.09,24.2,12,9,3,12,2,1,1,7,3,4,73.75,769
4,17.49,35.92,8,3,2,22,0,1,6,3,2,1,69.69,1080
11,24.75,24.02,14,3,11,14,0,1,19,7,6,0,62.42,669
11,9.58,66.0,17,3,2,12,0,0,16,9,3,2,55.22,106
14,9.55,83.24,9,3,3,10,1,1,7,9,4,3,66.26,312
3,5.49,43.86,10,4,5,13,2,0,37,7,3,1,61.47,504
9,18.39,37.96,9,9,7,3,0,0,20,4,3,1,77.01,211
5,2.42,35.71,9,5,3,21,0,0,26,5,4,2,44.23,843
5,23.85,15.64,10,7,6,10,0,0,34,4,3,0,44.33,442
11,14.21,21.74,14,5,3,9,0,0,0,7,2,2,56.13,1042
4,12.82,29.44,9,4,6,24,1,0,27,2,4,3,57.85,548
9,19.5,32.14,10,10,4,9,0,1,4,4,2,2,53.38,223
7,15.82,39.86,13,6,5,17,0,0,29,11,2,1,57.23,479
12,3.82,16.83,18,2,2,21,1,0,14,7,3,1,93.31,172
9,2.58,80.29,10,6,2,8,0,0,41,8,2,1,50.18,447
8,27.96,30.44,11,6,2,19,0,0,36,4,3,3,73.71,739
5,35.66,34.05,16,5,6,10,2,1,39,9,3,3,71.14,907
10,19.59,21.3,11,6,7,6,0,0,27,6,1,2,65.55,139
8,9.93,49.75,9,4,8,8,0,0,25,5,3,2,41.24,105
12,27.45,43.38,15,3,1,7,1,1,41,5,4,3,78.23,1162
5,18.9,43.05,12,4,2,3,0,0,40,4,2,0,69.6,1135
9,21.79,45.61,8,12,4,23,0,1,16,5,2,4,72.33,24
7,16.0,59.48,8,5,3,21,1,0,11,3,1,1,75.74,154
9,12.9,58.85,11,5,2,9,0,0,24,3,3,4,73.99,924
8,8.49,44.75,10,5,5,20,1,0,37,6,4,3,47.54,1041
10,46.99,75.92,5,5,2,10,1,0,31,5,1,1,92.93,349
9,7.82,36.94,11,3,5,15,0,0,2,6,5,1,88.25,270
8,24.35,47.41,5,1,6,4,2,0,38,8,5,3,35.67,759
12,6.91,53.76,12,7,7,13,0,1,15,6,2,2,71.74,271
10,7.47,64.73,8,4,3,11,0,0,13,8,6,4,69.24,905
12,4.51,55.61,14,1,2,8,0,0,2,8,0,1,84.38,800
8,18.5,20.49,7,3,6,9,2,0,22,6,4,2,55.46,540
7,6.87,32.51,11,3,2,21,1,0,31,7,3,3,76.85,490
9,11.87,64.5,11,7,5,12,0,2,19,5,3,2,85.26,452
7,15.21,43.7,10,1,6,23,0,0,35,4,2,3,60.29,481
10,18.0,71.85,9,8,4,5,0,0,36,7,3,1,72.63,1188
5,22.54,44.88,16,8,4,7,0,0,18,5,1,0,48.21,982
10,2.29,55.09,12,3,5,24,0,0,41,6,2,1,54.7,1116
12,26.36,31.39,12,5,5,4,1,0,15,4,1,2,69.35,201
6,14.66,41.14,11,4,4,7,0,0,27,8,2,6,50.09,1125
3,19.14,52.96,9,5,6,13,0,0,24,7,3,3,43.41,390
10,17.35,77.26,11,5,4,16,0,0,14,7,5,3,100.0,889
5,5.31,53.39,14,0,9,3,0,0,5,9,4,3,68.1,1057
9,14.16,65.66,12,6,2,4,0,1,32,7,6,0,64.09,586
11,16.84,27.25,12,7,3,19,0,0,41,4,0,4,71.93,1032
3,19.46,70.65,16,9,4,7,0,0,12,4,5,1,60.63,1040
10,11.4,30.88,12,3,8,7,0,0,22,6,3,1,75.9,306
9,22.5,68.22,16,4,5,15,1,0,7,2,4,2,72.49,575
7,4.94,46.14,18,2,5,17,0,0,28,3,1,1,75.6,697
7,36.44,38.65,8,3,0,17,0,0,7,5,4,2,62.19,277
9,8.78,29.12,13,2,4,21,0,0,36,8,4,3,66.29,756
7,20.8,41.85,11,5,2,7,0,0,40,11,0,3,77.68,114
4,7.64,37.44,7,7,4,13,2,1,27,7,5,2,86.44,973
8,8.96,48.3,12,8,7,16,0,0,17,6,4,2,82.36,526
9,19.65,54.48,18,1,5,16,1,0,7,11,1,1,68.8,150
11,29.95,5.0,8,3,2,6,0,0,22,4,2,2,66.94,168
2,10.36,72.44,8,4,2,17,0,0,34,7,2,2,51.96,463
10,17.75,39.11,10,4,2,22,1,0,44,5,3,2,79.97,197
12,28.47,81.92,12,3,8,19,2,0,38,5,2,3,83.73,801
10,10.37,32.66,18,4,4,11,0,0,25,6,2,3,57.03,935
7,43.68,50.74,10,8,3,16,0,0,18,7,4,5,68.77,292
9,32.29,67.37,15,7,3,18,0,0,1,4,6,2,51.35,432
11,23.32,32.34,8,3,4,20,0,0,1,5,4,3,33.78,1044
6,7.7,9.78,11,4,4,24,0,0,31,4,3,2,78.04,638
3,19.18,39.04,13,13,5,10,1,0,5,6,1,0,82.58,1021
10,6.47,66.75,11,7,9,7,0,0,28,9,3,1,54.0,98
9,14.38,45.87,13,6,2,12,0,0,23,2,1,4,75.13,468
9,22.03,43.23,11,9,4,11,1,0,21,6,3,2,48.16,48
9,3.25,5.0,10,3,3,12,0,0,9,2,5,1,100.0,919
15,16.2,70.86,13,5,5,16,1,0,33,4,4,3,80.13,952
11,14.01,65.17,20,8,2,19,0,0,6,7,4,4,74.96,219
7,19.43,51.22,15,6,6,15,0,1,37,3,1,4,56.15,155
5,12.06,66.83,11,6,4,12,0,0,29,4,1,2,21.02,108
4,23.6,43.28,13,10,6,13,0,0,23,6,3,3,60.54,312
7,40.37,41.04,8,4,4,8,0,0,28,3,5,0,79.21,192
6,18.07,51.31,22,2,6,10,0,0,11,4,7,3,100.0,533
5,3.36,47.11,13,1,1,4,1,0,14,2,1,2,76.2,536
10,21.51,41.22,15,4,2,20,0,0,20,3,6,2,63.48,1134
4,8.22,30.55,13,8,3,8,0,0,7,6,3,2,45.05,1028
6,9.17,36.16,10,6,3,11,1,0,1,7,1,1,54.12,877
11,10.43,78.35,12,5,3,11,0,1,44,3,1,3,90.99,1155
7,13.29,29.24,15,8,2,17,1,0,16,3,3,3,48.2,527
5,4.77,37.66,16,3,5,24,0,0,18,3,0,1,47.31,662
7,6.06,71.47,18,8,9,21,0,0,17,2,2,1,74.1,415
9,31.05,54.7,12,5,4,13,1,0,12,4,2,1,82.79,902
8,4.66,55.0,12,4,2,21,1,0,20,12,1,2,77.43,975
11,3.81,63.44,5,3,4,22,2,0,37,4,2,4,76.85,81
4,2.96,42.76,9,3,1,16,0,2,9,5,4,1,76.61,578
11,14.32,70.98,12,6,4,21,1,0,40,8,4,0,59.45,259
5,5.84,5.0,13,4,12,12,0,0,13,8,2,2,81.27,798
12,18.3,40.88,9,7,9,10,1,0,44,6,2,3,73.74,328
4,24.47,25.73,10,8,6,7,0,0,14,4,2,4,87.55,295
7,4.03,52.81,5,6,4,19,0,0,18,6,1,3,71.27,279
8,4.92,38.91,9,2,8,17,0,0,34,5,3,1,72.24,324
7,9.29,56.04,11,8,4,24,0,0,4,4,5,4,99.62,78
4,9.97,60.36,19,3,3,9,1,0,33,6,5,2,51.04,39
2,29.13,63.45,17,3,1,16,0,1,31,8,2,1,61.28,137
11,7.26,51.57,12,5,8,7,1,0,28,4,0,2,100.0,627
8,4.05,26.08,11,2,3,3,1,0,6,2,1,2,43.97,1165
7,13.34,17.17,17,5,2,8,0,0,25,5,1,2,67.33,656
4,21.48,5.0,5,5,6,18,0,0,39,5,2,0,74.86,857
12,11.44,41.07,9,2,3,6,0,0,17,10,4,2,46.77,573
6,15.64,62.9,12,5,1,19,0,0,30,3,2,4,74.95,618
10,13.27,59.68,6,4,1,14,0,1,28,8,6,1,64.79,788
3,12.82,47.32,9,2,6,10,0,0,14,7,3,2,72.59,548
0,25.47,106.76,11,8,3,9,2,1,21,9,1,0,50.81,817
11,19.39,34.08,9,4,4,20,0,0,13,6,3,1,42.85,143
5,21.62,34.92,13,2,3,19,0,0,14,3,3,2,80.49,551
8,12.53,26.88,7,6,6,11,0,0,35,3,2,3,69.66,876
11,14.39,31.36,12,5,4,16,2,0,35,7,4,1,72.6,284
8,9.51,20.42,12,2,5,11,0,0,29,11,6,0,60.17,599
10,13.14,54.21,11,6,6,9,1,0,14,6,6,4,84.78,130
8,0.56,5.0,8,6,4,21,0,0,30,9,2,6,54.67,1151
5,6.85,45.2,18,3,3,5,0,0,30,3,6,0,71.59,286
8,12.83,83.33,10,8,4,14,0,0,15,8,2,1,18.95,464
6,15.88,53.77,16,5,2,10,0,0,43,8,3,0,60.79,630
9,48.93,74.0,10,4,3,24,0,0,42,6,1,2,74.58,67
13,29.78,48.32,11,5,6,23,0,0,6,7,5,2,70.31,1035
11,12.52,53.95,7,3,4,3,1,0,36,14,2,3,58.87,158
9,25.78,53.7,16,3,1,23,0,0,39,5,3,0,20.14,808
5,6.59,45.63,13,7,6,11,0,0,41,7,5,1,73.74,887
10,10.76,51.38,11,5,5,19,1,0,28,6,1,1,59.21,159
4,3.75,34.61,11,8,3,15,0,0,41,3,3,1,71.66,252
11,32.59,75.11,10,8,3,11,0,0,43,6,0,5,77.29,577
5,14.78,42.89,13,8,1,11,1,0,2,8,5,3,58.48,1161
12,12.5,34.87,13,3,6,3,0,0,10,8,3,5,66.79,548
11,34.54,53.97,12,4,0,11,0,0,3,10,6,3,55.76,47
7,27.8,38.28,7,7,3,11,1,0,43,6,4,2,57.76,499
13,12.81,67.94,16,8,6,17,0,0,44,5,2,2,44.43,774
6,38.54,57.73,22,5,4,12,0,1,43,5,3,0,52.96,251
8,8.86,81.98,7,3,4,19,1,0,22,4,1,0,65.47,48
7,7.83,23.5,9,8,3,9,0,0,40,2,2,2,61.23,963
9,4.76,74.9,12,5,4,12,0,0,31,6,2,1,100.0,226
10,7.34,67.76,17,2,5,17,0,1,18,7,2,1,56.96,765
8,3.84,5.0,18,4,2,12,0,0,0,8,1,1,61.64,1134
4,34.16,65.74,22,4,4,9,0,0,8,8,2,3,44.43,90
7,17.5,40.55,17,5,5,4,1,0,12,6,2,2,69.9,1181
6,16.55,41.19,14,3,5,6,0,0,35,7,4,3,81.22,1177
14,5.53,46.35,10,7,6,11,1,0,44,4,3,1,73.87,676
8,15.17,36.12,8,8,8,5,0,0,36,5,2,3,89.56,415
10,21.49,45.01,19,3,1,23,1,0,9,5,5,2,56.24,1030
9,3.87,28.21,17,4,7,20,1,2,4,5,2,2,88.03,731
12,13.59,46.01,20,5,4,20,0,1,11,7,0,1,99.01,1020
4,12.52,23.75,12,8,6,12,0,0,10,6,2,5,91.84,236
8,10.04,42.03,15,6,2,10,0,0,12,4,6,2,74.31,514
6,9.28,27.13,14,1,2,16,0,0,26,6,3,0,49.77,934
12,29.64,40.56,15,6,7,20,1,0,5,6,5,3,61.25,636
7,10.96,79.27,11,6,6,3,1,0,17,3,4,2,49.95,44
12,14.45,39.08,17,9,6,9,0,0,16,7,3,7,85.66,16
7,8.71,37.95,16,4,3,5,0,0,12,5,3,2,72.08,135
6,17.24,45.78,12,3,2,13,0,0,12,5,7,5,83.38,113
9,14.85,26.5,9,4,4,14,0,0,19,5,2,1,91.14,698
5,8.73,5.87,14,1,6,16,0,0,22,6,1,1,62.15,1189
10,4.85,45.45,11,6,3,11,0,0,44,6,2,3,65.41,317
11,6.62,52.29,14,10,3,19,0,0,44,3,3,0,60.73,713
6,19.93,36.25,7,2,4,14,0,0,43,4,6,0,91.96,173
7,5.9,51.15,18,4,1,16,1,0,37,6,1,2,69.67,737
7,8.88,76.47,13,7,6,23,0,0,6,5,4,0,68.14,975
10,18.92,54.79,10,5,6,17,0,0,15,5,1,2,47.54,508
11,0.74,31.39,19,7,3,20,1,0,0,5,3,2,57.43,226
8,36.28,30.54,4,2,5,19,0,0,16,9,3,3,61.39,1067
8,5.37,16.09,9,8,8,10,0,0,22,5,3,1,49.99,504
10,9.39,49.61,8,3,6,17,1,0,26,3,4,2,65.68,879
12,13.8,61.85,8,2,7,23,0,0,30,3,4,3,56.84,112
5,24.99,23.18,15,2,6,11,0,0,38,15,1,3,51.91,270
7,3.76,5.0,10,8,4,9,1,0,14,4,2,1,68.55,986
10,3.8,40.62,10,6,2,3,0,0,28,4,3,1,63.55,445
10,8.28,60.45,14,3,4,20,0,0,22,6,5,4,45.14,177
11,9.04,71.73,10,3,1,17,0,0,9,8,4,4,77.16,344
8,13.4,18.29,12,10,2,8,1,0,2,4,4,2,81.37,529
8,2.32,111.43,5,4,2,17,1,1,38,4,5,0,72.86,937
7,9.09,40.54,18,1,3,16,0,1,3,6,0,1,61.02,359
8,4.02,23.23,8,5,0,5,0,1,44,5,3,1,62.9,59
5,16.1,38.23,13,4,6,11,1,0,44,3,4,1,63.62,934
10,10.2,69.35,12,3,2,11,0,0,6,8,4,4,73.4,322
7,14.7,59.84,17,4,6,8,0,0,20,2,3,3,56.91,962
